ID_Venta,Fecha,ID_Cliente,ID_Producto,Cantidad,Método_Pago,Estado
2658,2024-06-17,235,36,6,3,Completa
2828,2024-06-17,233,18,6,4,Completa
450,2024-06-18,235,4,5,5,Completa
628,2024-06-18,245,38,1,4,Completa
730,2024-06-18,201,26,6,1,Completa
928,2024-06-18,152,3,6,4,Completa
1341,2024-06-18,133,15,5,1,Pendiente
2050,2024-06-18,58,24,4,2,Completa
343,2024-06-19,14,29,1,4,Completa
861,2024-06-19,34,23,4,5,Completa
865,2024-06-19,60,2,5,1,Completa
1124,2024-06-19,232,7,3,3,Completa
1355,2024-06-19,106,22,2,1,Completa
1530,2024-06-19,2,34,4,4,Completa
2178,2024-06-19,54,7,2,4,Completa
2351,2024-06-19,114,3,2,4,Completa
330,2024-06-20,63,13,3,1,Completa
1509,2024-06-20,36,18,5,4,Completa
1954,2024-06-20,120,17,4,5,Completa
2023,2024-06-20,280,24,2,1,Completa
2257,2024-06-20,137,15,5,3,Completa
2354,2024-06-20,20,15,3,5,Completa
2492,2024-06-20,68,31,2,3,Pendiente
2636,2024-06-20,88,19,4,3,Completa
950,2024-06-21,119,33,6,2,Pendiente
1534,2024-06-21,12,5,2,5,Completa
1583,2024-06-21,53,30,2,1,Completa
1890,2024-06-21,6,3,1,5,Completa
1945,2024-06-21,190,35,3,1,Completa
1987,2024-06-21,90,15,4,4,Completa
2068,2024-06-21,224,27,6,5,Completa
2750,2024-06-21,3,22,4,1,Completa
2956,2024-06-21,307,26,1,3,Completa
98,2024-06-22,177,20,1,1,Completa
533,2024-06-22,83,4,2,5,Completa
743,2024-06-22,271,5,5,5,Completa
1412,2024-06-22,60,28,2,5,Completa
1764,2024-06-22,268,7,4,4,Completa
1843,2024-06-22,139,4,1,1,Completa
2334,2024-06-22,190,2,2,1,Completa
216,2024-06-23,270,8,4,4,Completa
941,2024-06-23,146,13,6,4,Pendiente
1117,2024-06-23,292,38,3,5,Completa
1348,2024-06-23,151,20,3,4,Completa
2163,2024-06-23,168,38,6,2,Completa
2780,2024-06-23,216,1,5,2,Completa
2806,2024-06-23,193,13,6,3,Completa
375,2024-06-24,248,35,6,3,Completa
445,2024-06-24,296,24,4,4,Completa
595,2024-06-24,271,27,5,4,Completa
1901,2024-06-24,53,1,3,3,Completa
2373,2024-06-24,125,26,1,1,Pendiente
2390,2024-06-24,159,8,2,4,Completa
2477,2024-06-24,90,6,6,5,Completa
27,2024-06-25,85,25,1,3,Completa
50,2024-06-25,233,23,2,5,Completa
73,2024-06-25,143,26,3,1,Completa
192,2024-06-25,97,27,4,5,Completa
376,2024-06-25,201,8,5,5,Completa
1347,2024-06-25,223,1,6,5,Completa
1588,2024-06-25,324,3,6,1,Completa
1835,2024-06-25,100,26,4,5,Completa
2438,2024-06-25,287,14,1,5,Pendiente
2552,2024-06-25,310,31,6,5,Completa
2865,2024-06-25,265,22,2,4,Completa
2931,2024-06-25,41,29,3,1,Completa
2942,2024-06-25,215,28,4,3,Completa
570,2024-06-26,185,19,5,3,Completa
2014,2024-06-26,229,35,4,2,Completa
2633,2024-06-26,13,4,5,5,Completa
2820,2024-06-26,258,14,2,4,Completa
191,2024-06-27,186,11,1,3,Completa
460,2024-06-27,166,27,3,1,Completa
578,2024-06-27,180,15,2,5,Completa
750,2024-06-27,198,30,2,5,Completa
2268,2024-06-27,260,4,6,4,Completa
2411,2024-06-27,178,24,2,5,Completa
2516,2024-06-27,268,17,4,5,Completa
2671,2024-06-27,36,24,1,5,Completa
2881,2024-06-27,163,9,5,3,Completa
268,2024-06-28,119,32,5,1,Completa
819,2024-06-28,252,2,4,1,Completa
866,2024-06-28,46,33,2,5,Completa
1695,2024-06-28,103,16,5,3,Completa
1766,2024-06-28,46,11,6,4,Completa
1950,2024-06-28,111,15,5,1,Pendiente
1980,2024-06-28,160,30,4,5,Pendiente
2330,2024-06-28,254,12,4,3,Completa
2946,2024-06-28,296,11,6,5,Pendiente
21,2024-06-29,184,27,2,1,Completa
754,2024-06-29,216,23,4,3,Completa
825,2024-06-29,120,29,6,4,Completa
1329,2024-06-29,233,27,6,1,Completa
1384,2024-06-29,62,30,4,3,Completa
1452,2024-06-29,56,20,1,4,Completa
1462,2024-06-29,86,11,5,5,Completa
1658,2024-06-29,193,1,3,1,Completa
1693,2024-06-29,68,6,2,4,Completa
1797,2024-06-29,192,4,6,5,Completa
1849,2024-06-29,30,30,3,4,Pendiente
2399,2024-06-29,73,37,2,1,Pendiente
2721,2024-06-29,29,20,2,4,Completa
79,2024-06-30,133,24,4,4,Pendiente
599,2024-06-30,61,37,6,4,Completa
920,2024-06-30,50,33,1,1,Completa
1260,2024-06-30,115,25,2,4,Completa
1851,2024-06-30,318,35,5,4,Pendiente
2070,2024-06-30,89,17,1,1,Completa
2314,2024-06-30,171,28,6,3,Completa
2396,2024-06-30,176,2,3,2,Completa
2462,2024-06-30,102,37,4,2,Pendiente
2609,2024-06-30,148,12,6,3,Completa
2663,2024-06-30,251,11,4,5,Pendiente
2766,2024-06-30,185,37,1,1,Completa
507,2024-07-01,73,38,6,5,Completa
804,2024-07-01,154,10,2,5,Pendiente
1052,2024-07-01,219,18,1,3,Pendiente
1159,2024-07-01,233,21,2,1,Completa
1186,2024-07-01,24,23,6,4,Completa
2393,2024-07-01,58,15,4,1,Completa
2672,2024-07-01,49,24,6,3,Completa
201,2024-07-02,141,14,3,4,Completa
219,2024-07-02,24,23,6,4,Completa
306,2024-07-02,14,38,2,5,Completa
474,2024-07-02,25,18,3,4,Completa
1005,2024-07-02,131,4,6,5,Completa
1746,2024-07-02,269,5,4,5,Completa
1798,2024-07-02,167,35,6,5,Completa
1897,2024-07-02,57,37,2,4,Pendiente
2150,2024-07-02,214,25,5,5,Completa
2194,2024-07-02,157,8,2,1,Completa
2224,2024-07-02,286,28,3,4,Pendiente
2787,2024-07-02,249,28,4,5,Completa
2916,2024-07-02,268,17,6,4,Completa
528,2024-07-03,93,37,2,3,Completa
2034,2024-07-03,15,24,1,5,Completa
2077,2024-07-03,62,21,6,4,Completa
2503,2024-07-03,205,1,3,3,Completa
2526,2024-07-03,246,3,4,5,Pendiente
2574,2024-07-03,62,2,3,5,Pendiente
2996,2024-07-03,22,17,4,5,Completa
24,2024-07-04,184,37,4,3,Completa
288,2024-07-04,88,32,3,4,Completa
364,2024-07-04,128,34,1,5,Completa
700,2024-07-04,134,8,3,1,Completa
883,2024-07-04,222,2,2,5,Completa
1036,2024-07-04,230,30,2,5,Completa
1594,2024-07-04,253,4,1,1,Cancelada
1896,2024-07-04,302,19,6,1,Completa
2035,2024-07-04,225,18,6,1,Completa
2191,2024-07-04,80,12,4,3,Completa
2715,2024-07-04,159,4,1,3,Completa
184,2024-07-05,150,34,6,1,Completa
802,2024-07-05,214,1,6,5,Pendiente
1372,2024-07-05,41,23,4,4,Pendiente
1411,2024-07-05,75,35,6,3,Completa
1839,2024-07-05,197,23,3,2,Completa
2529,2024-07-05,77,31,1,5,Completa
2624,2024-07-05,52,3,3,3,Completa
2872,2024-07-05,277,27,3,4,Pendiente
67,2024-07-06,120,18,2,5,Completa
130,2024-07-06,273,29,4,1,Completa
181,2024-07-06,143,34,6,1,Completa
644,2024-07-06,232,9,5,2,Pendiente
960,2024-07-06,200,4,2,4,Completa
1091,2024-07-06,250,15,5,4,Completa
1338,2024-07-06,60,4,3,4,Completa
1626,2024-07-06,171,36,3,1,Completa
2168,2024-07-06,38,18,5,3,Completa
2430,2024-07-06,264,9,4,5,Completa
2900,2024-07-06,152,12,5,4,Completa
2976,2024-07-06,214,29,5,3,Completa
13,2024-07-07,75,32,4,4,Completa
536,2024-07-07,117,16,1,5,Completa
551,2024-07-07,146,7,6,4,Completa
688,2024-07-07,82,23,6,1,Pendiente
957,2024-07-07,198,17,5,4,Completa
975,2024-07-07,40,34,6,4,Completa
981,2024-07-07,33,17,6,5,Completa
1309,2024-07-07,4,24,3,5,Pendiente
1632,2024-07-07,224,38,1,1,Completa
1813,2024-07-07,90,35,1,3,Pendiente
2198,2024-07-07,213,13,1,2,Completa
2832,2024-07-07,171,31,2,4,Completa
2958,2024-07-07,142,12,6,5,Completa
663,2024-07-08,183,18,2,5,Completa
746,2024-07-08,47,32,4,4,Pendiente
1123,2024-07-08,164,9,5,4,Completa
1944,2024-07-08,130,1,6,5,Completa
1989,2024-07-08,274,17,2,3,Completa
2256,2024-07-08,242,31,5,2,Completa
97,2024-07-09,103,19,1,4,Pendiente
212,2024-07-09,75,9,2,4,Pendiente
372,2024-07-09,15,1,3,5,Completa
457,2024-07-09,154,31,5,5,Pendiente
557,2024-07-09,208,8,3,5,Completa
798,2024-07-09,10,24,5,4,Completa
1103,2024-07-09,10,34,6,5,Completa
1176,2024-07-09,253,34,6,5,Completa
1475,2024-07-09,39,33,5,5,Completa
1541,2024-07-09,184,13,2,5,Pendiente
1790,2024-07-09,225,30,2,2,Completa
1941,2024-07-09,133,13,2,4,Pendiente
2064,2024-07-09,306,30,5,4,Completa
2432,2024-07-09,190,20,2,5,Pendiente
2536,2024-07-09,194,29,3,3,Completa
2629,2024-07-09,233,19,1,4,Pendiente
2639,2024-07-09,228,35,5,5,Completa
2727,2024-07-09,167,17,1,3,Completa
2788,2024-07-09,18,25,3,4,Completa
2822,2024-07-09,27,14,1,1,Completa
1393,2024-07-10,121,27,5,3,Completa
1628,2024-07-10,307,35,2,4,Completa
2414,2024-07-10,97,19,3,2,Completa
2857,2024-07-10,111,25,3,5,Completa
848,2024-07-11,227,1,3,3,Pendiente
1388,2024-07-11,79,5,3,4,Completa
1514,2024-07-11,156,14,1,4,Completa
1611,2024-07-11,297,8,2,4,Completa
2254,2024-07-11,303,10,2,3,Pendiente
2255,2024-07-11,180,35,5,1,Completa
2290,2024-07-11,216,19,3,5,Pendiente
2496,2024-07-11,262,5,3,4,Completa
2930,2024-07-11,198,30,4,4,Completa
2932,2024-07-11,313,23,1,5,Completa
2963,2024-07-11,9,16,4,5,Completa
560,2024-07-12,300,23,1,5,Completa
646,2024-07-12,25,27,5,4,Completa
1077,2024-07-12,268,34,4,4,Completa
1262,2024-07-12,313,21,2,5,Pendiente
1459,2024-07-12,176,37,5,2,Completa
1476,2024-07-12,12,26,3,1,Completa
1676,2024-07-12,324,36,5,4,Completa
1729,2024-07-12,118,33,6,4,Completa
1791,2024-07-12,250,16,4,4,Completa
2768,2024-07-12,307,13,1,3,Completa
143,2024-07-13,184,31,6,2,Completa
776,2024-07-13,175,6,6,4,Completa
1440,2024-07-13,278,16,1,1,Completa
2052,2024-07-13,322,19,4,4,Completa
2743,2024-07-13,251,5,5,4,Completa
246,2024-07-14,171,26,3,2,Completa
391,2024-07-14,34,16,3,5,Completa
473,2024-07-14,229,29,4,4,Completa
619,2024-07-14,121,35,2,4,Completa
1397,2024-07-14,112,13,2,1,Completa
1620,2024-07-14,267,32,2,4,Completa
1778,2024-07-14,208,19,4,3,Completa
2342,2024-07-14,180,22,6,4,Completa
2886,2024-07-14,67,19,1,1,Completa
548,2024-07-15,229,30,6,5,Pendiente
2083,2024-07-15,44,6,2,4,Completa
2577,2024-07-15,240,11,3,2,Completa
48,2024-07-16,13,4,2,3,Pendiente
74,2024-07-16,125,19,4,5,Pendiente
648,2024-07-16,198,35,6,1,Pendiente
893,2024-07-16,183,29,4,3,Completa
1345,2024-07-16,149,27,1,4,Completa
1400,2024-07-16,299,22,4,4,Completa
1871,2024-07-16,184,20,1,5,Completa
2158,2024-07-16,148,38,3,4,Pendiente
412,2024-07-17,170,9,1,4,Completa
671,2024-07-17,286,22,1,1,Pendiente
768,2024-07-17,168,19,5,3,Completa
974,2024-07-17,175,23,2,5,Completa
1093,2024-07-17,52,36,3,1,Completa
1335,2024-07-17,33,28,4,4,Completa
1664,2024-07-17,17,11,2,4,Pendiente
1898,2024-07-17,261,20,4,4,Completa
2061,2024-07-17,318,30,2,4,Completa
2133,2024-07-17,92,13,6,3,Completa
2139,2024-07-17,234,18,6,4,Completa
2321,2024-07-17,34,20,6,4,Completa
489,2024-07-18,152,27,6,5,Completa
519,2024-07-18,174,38,3,1,Completa
549,2024-07-18,211,4,3,5,Pendiente
1216,2024-07-18,123,23,6,3,Completa
1305,2024-07-18,134,38,1,3,Completa
1493,2024-07-18,291,15,4,5,Completa
2412,2024-07-18,5,36,3,1,Completa
2902,2024-07-18,325,32,3,5,Completa
148,2024-07-19,50,9,6,2,Completa
241,2024-07-19,158,7,5,3,Pendiente
335,2024-07-19,277,11,2,4,Pendiente
977,2024-07-19,25,12,1,1,Completa
1395,2024-07-19,265,3,4,4,Pendiente
1546,2024-07-19,283,10,1,3,Completa
2474,2024-07-19,188,19,3,4,Pendiente
2557,2024-07-19,156,7,1,1,Completa
2652,2024-07-19,247,23,1,1,Completa
2800,2024-07-19,226,8,4,2,Completa
2811,2024-07-19,253,26,6,5,Completa
2830,2024-07-19,11,27,1,5,Completa
2966,2024-07-19,203,37,4,4,Completa
2977,2024-07-19,288,21,2,2,Completa
500,2024-07-20,175,35,3,5,Pendiente
514,2024-07-20,298,38,5,5,Completa
682,2024-07-20,200,17,2,2,Completa
707,2024-07-20,216,8,4,3,Completa
777,2024-07-20,235,9,1,5,Completa
803,2024-07-20,227,2,4,4,Pendiente
1461,2024-07-20,87,5,4,1,Completa
1547,2024-07-20,122,21,2,2,Completa
2676,2024-07-20,83,25,2,4,Completa
367,2024-07-21,163,6,3,4,Completa
666,2024-07-21,20,10,3,3,Completa
1017,2024-07-21,200,24,2,3,Completa
1023,2024-07-21,104,4,2,5,Pendiente
1885,2024-07-21,219,17,6,4,Completa
1887,2024-07-21,19,19,2,5,Completa
1943,2024-07-21,235,15,2,4,Completa
2111,2024-07-21,289,23,2,3,Completa
81,2024-07-22,160,10,2,3,Completa
291,2024-07-22,79,37,6,3,Completa
555,2024-07-22,234,27,5,3,Completa
1034,2024-07-22,125,26,3,1,Pendiente
1641,2024-07-22,319,29,6,4,Pendiente
1848,2024-07-22,323,2,5,2,Completa
1990,2024-07-22,242,16,4,5,Completa
2440,2024-07-22,21,35,6,4,Completa
2837,2024-07-22,324,14,1,3,Completa
280,2024-07-23,279,2,1,3,Completa
538,2024-07-23,243,37,1,1,Pendiente
574,2024-07-23,17,17,5,5,Completa
1145,2024-07-23,90,25,6,2,Completa
1261,2024-07-23,318,30,4,1,Completa
1500,2024-07-23,141,23,5,4,Pendiente
1912,2024-07-23,23,21,1,4,Completa
2170,2024-07-23,130,2,1,4,Pendiente
2736,2024-07-23,133,35,4,3,Completa
2749,2024-07-23,248,18,2,1,Completa
2927,2024-07-23,270,13,6,4,Completa
92,2024-07-24,190,22,2,5,Completa
953,2024-07-24,134,33,3,3,Completa
1314,2024-07-24,290,6,3,2,Completa
1994,2024-07-24,323,31,6,5,Completa
2215,2024-07-24,35,28,1,1,Pendiente
2277,2024-07-24,144,36,3,2,Completa
2528,2024-07-24,164,13,1,1,Completa
2695,2024-07-24,58,31,1,5,Completa
2725,2024-07-24,256,6,3,1,Completa
104,2024-07-25,171,21,2,5,Completa
939,2024-07-25,150,14,2,5,Completa
1255,2024-07-25,25,35,6,4,Pendiente
1353,2024-07-25,317,34,3,1,Completa
1408,2024-07-25,124,12,1,5,Completa
1580,2024-07-25,209,9,6,3,Completa
1744,2024-07-25,314,34,3,5,Completa
2471,2024-07-25,32,35,2,3,Completa
2525,2024-07-25,231,38,4,5,Completa
19,2024-07-26,47,31,6,1,Pendiente
323,2024-07-26,295,22,3,2,Completa
392,2024-07-26,150,15,5,5,Completa
410,2024-07-26,165,34,5,2,Pendiente
515,2024-07-26,35,13,3,4,Completa
689,2024-07-26,187,33,3,1,Completa
770,2024-07-26,123,9,1,1,Completa
1004,2024-07-26,71,29,5,5,Completa
1070,2024-07-26,174,12,6,4,Completa
1233,2024-07-26,199,16,4,3,Cancelada
1678,2024-07-26,170,32,6,4,Pendiente
2760,2024-07-26,159,16,5,4,Completa
2779,2024-07-26,237,26,3,5,Completa
2836,2024-07-26,139,13,5,1,Completa
2986,2024-07-26,228,11,4,4,Completa
344,2024-07-27,151,19,2,3,Pendiente
475,2024-07-27,314,36,5,1,Completa
771,2024-07-27,78,32,4,2,Completa
1516,2024-07-27,22,14,2,4,Completa
1858,2024-07-27,301,26,2,4,Pendiente
2237,2024-07-27,233,38,5,4,Completa
2282,2024-07-27,192,6,6,4,Completa
2293,2024-07-27,300,6,3,4,Completa
411,2024-07-28,142,23,5,4,Completa
838,2024-07-28,304,38,3,1,Completa
2389,2024-07-28,64,29,1,1,Completa
178,2024-07-29,159,21,1,3,Pendiente
257,2024-07-29,249,28,5,4,Pendiente
531,2024-07-29,24,27,2,4,Completa
701,2024-07-29,77,21,2,3,Pendiente
1515,2024-07-29,22,3,3,1,Completa
1850,2024-07-29,301,15,4,4,Completa
2994,2024-07-29,162,17,3,3,Completa
121,2024-07-30,114,38,4,5,Completa
202,2024-07-30,170,6,5,4,Completa
308,2024-07-30,153,29,2,4,Completa
381,2024-07-30,140,29,4,2,Completa
906,2024-07-30,179,13,1,5,Completa
930,2024-07-30,91,7,6,4,Completa
1106,2024-07-30,153,2,1,4,Pendiente
1196,2024-07-30,239,32,2,1,Completa
1520,2024-07-30,209,1,4,5,Completa
1617,2024-07-30,162,32,1,4,Completa
1672,2024-07-30,188,8,5,5,Completa
1938,2024-07-30,125,16,3,4,Completa
2423,2024-07-30,157,1,5,3,Completa
2656,2024-07-30,207,14,4,5,Completa
2846,2024-07-30,200,15,4,5,Completa
2849,2024-07-30,153,26,2,4,Completa
146,2024-07-31,148,8,2,4,Completa
220,2024-07-31,156,5,6,5,Pendiente
1279,2024-07-31,302,33,4,1,Completa
1297,2024-07-31,32,24,2,1,Completa
1316,2024-07-31,251,2,3,4,Pendiente
1352,2024-07-31,205,7,6,4,Pendiente
47,2024-08-01,86,31,4,2,Completa
631,2024-08-01,120,20,1,1,Completa
929,2024-08-01,164,31,5,3,Pendiente
1090,2024-08-01,43,3,3,4,Pendiente
1973,2024-08-01,80,20,3,3,Completa
2118,2024-08-01,199,7,2,5,Completa
2210,2024-08-01,140,5,2,3,Completa
2285,2024-08-01,78,4,3,4,Pendiente
2408,2024-08-01,89,15,1,5,Completa
2502,2024-08-01,326,31,5,1,Completa
57,2024-08-02,305,13,1,5,Completa
313,2024-08-02,250,30,1,5,Completa
333,2024-08-02,26,35,1,1,Completa
336,2024-08-02,80,20,6,5,Completa
356,2024-08-02,278,2,6,4,Completa
550,2024-08-02,221,4,5,1,Completa
1377,2024-08-02,85,31,6,1,Pendiente
1407,2024-08-02,242,6,4,4,Completa
1496,2024-08-02,213,9,5,5,Pendiente
1522,2024-08-02,167,6,6,2,Completa
1955,2024-08-02,78,30,6,4,Completa
2361,2024-08-02,164,21,5,5,Pendiente
305,2024-08-03,78,11,6,4,Completa
1895,2024-08-03,125,13,4,5,Completa
1937,2024-08-03,326,25,1,1,Completa
2046,2024-08-03,13,22,1,5,Completa
2152,2024-08-03,153,25,2,2,Pendiente
2265,2024-08-03,37,26,5,4,Completa
211,2024-08-04,264,32,2,5,Completa
282,2024-08-04,189,3,2,5,Completa
1557,2024-08-04,165,37,5,1,Completa
1786,2024-08-04,209,33,4,4,Completa
2234,2024-08-04,278,27,2,4,Completa
153,2024-08-05,268,3,4,1,Completa
193,2024-08-05,20,1,2,1,Completa
486,2024-08-05,151,35,3,5,Completa
487,2024-08-05,93,36,2,5,Completa
584,2024-08-05,99,11,4,5,Completa
591,2024-08-05,111,37,5,2,Pendiente
854,2024-08-05,82,29,6,3,Completa
880,2024-08-05,114,2,2,5,Completa
1009,2024-08-05,306,29,2,5,Completa
1432,2024-08-05,309,36,3,4,Completa
1482,2024-08-05,126,18,4,1,Completa
1604,2024-08-05,1,15,1,5,Completa
2187,2024-08-05,69,29,1,1,Completa
2357,2024-08-05,125,32,5,5,Completa
2618,2024-08-05,145,1,3,3,Completa
2627,2024-08-05,241,36,4,2,Completa
2773,2024-08-05,248,31,4,3,Completa
94,2024-08-06,174,31,1,1,Completa
175,2024-08-06,203,3,2,5,Pendiente
764,2024-08-06,43,9,2,5,Completa
1229,2024-08-06,107,22,1,4,Cancelada
1544,2024-08-06,60,26,6,3,Completa
1767,2024-08-06,215,36,5,3,Completa
2848,2024-08-06,157,9,4,3,Completa
2852,2024-08-06,50,26,4,3,Completa
62,2024-08-07,205,15,2,5,Completa
114,2024-08-07,46,23,6,1,Completa
126,2024-08-07,24,26,5,3,Completa
839,2024-08-07,35,12,6,5,Completa
1038,2024-08-07,119,34,5,3,Completa
1058,2024-08-07,67,15,5,1,Completa
1426,2024-08-07,326,15,6,3,Completa
1527,2024-08-07,203,29,5,3,Completa
2212,2024-08-07,99,23,3,1,Completa
2284,2024-08-07,58,15,4,5,Pendiente
2784,2024-08-07,44,35,3,5,Completa
398,2024-08-08,123,23,1,1,Pendiente
494,2024-08-08,143,8,6,4,Completa
1080,2024-08-08,202,27,6,4,Completa
1827,2024-08-08,13,28,2,3,Pendiente
2049,2024-08-08,76,9,1,3,Completa
2802,2024-08-08,326,16,4,3,Completa
418,2024-08-09,252,32,4,1,Completa
1101,2024-08-09,127,6,6,1,Completa
1166,2024-08-09,151,9,5,4,Completa
2791,2024-08-09,124,33,2,3,Completa
502,2024-08-10,231,23,1,4,Completa
594,2024-08-10,261,5,4,3,Completa
703,2024-08-10,126,24,5,4,Completa
1865,2024-08-10,247,9,3,1,Completa
2324,2024-08-10,235,30,1,4,Completa
2748,2024-08-10,169,27,2,1,Completa
427,2024-08-11,132,34,5,3,Completa
852,2024-08-11,139,26,3,5,Completa
1008,2024-08-11,204,11,5,5,Completa
1059,2024-08-11,24,29,3,1,Completa
1855,2024-08-11,237,8,6,1,Completa
1873,2024-08-11,234,9,2,5,Completa
1991,2024-08-11,21,35,2,1,Completa
1995,2024-08-11,159,9,2,5,Completa
2172,2024-08-11,238,12,3,3,Completa
2692,2024-08-11,1,13,2,1,Pendiente
2702,2024-08-11,212,3,1,4,Completa
258,2024-08-12,42,31,1,4,Completa
315,2024-08-12,182,14,2,5,Pendiente
773,2024-08-12,247,26,2,1,Pendiente
1242,2024-08-12,62,38,4,5,Completa
1499,2024-08-12,262,32,1,4,Pendiente
2161,2024-08-12,280,16,1,4,Completa
2394,2024-08-12,94,34,1,2,Completa
2533,2024-08-12,12,21,1,1,Completa
2626,2024-08-12,321,10,2,5,Completa
2804,2024-08-12,11,1,1,5,Completa
2971,2024-08-12,124,7,6,3,Completa
78,2024-08-13,60,13,6,4,Completa
149,2024-08-13,79,7,6,5,Pendiente
936,2024-08-13,98,2,2,4,Completa
1450,2024-08-13,98,12,2,2,Completa
1799,2024-08-13,325,19,2,3,Completa
1979,2024-08-13,185,21,3,5,Completa
2316,2024-08-13,197,11,1,4,Completa
2329,2024-08-13,145,30,1,5,Pendiente
2796,2024-08-13,94,27,4,3,Completa
2911,2024-08-13,140,22,3,1,Completa
17,2024-08-14,51,31,3,2,Completa
521,2024-08-14,140,26,6,4,Completa
987,2024-08-14,274,33,5,2,Completa
1147,2024-08-14,112,5,6,3,Completa
1212,2024-08-14,58,20,5,1,Completa
1318,2024-08-14,219,13,1,4,Completa
1568,2024-08-14,148,6,2,3,Completa
1675,2024-08-14,304,31,4,4,Completa
1723,2024-08-14,320,20,3,3,Completa
1745,2024-08-14,294,17,1,5,Completa
1765,2024-08-14,307,24,2,5,Completa
2382,2024-08-14,326,22,3,1,Completa
2537,2024-08-14,57,26,2,1,Completa
2565,2024-08-14,318,19,5,1,Completa
2762,2024-08-14,145,27,4,2,Completa
403,2024-08-15,300,35,6,4,Completa
413,2024-08-15,137,3,1,2,Completa
1471,2024-08-15,123,25,5,5,Completa
1845,2024-08-15,70,26,1,4,Completa
2015,2024-08-15,33,5,5,5,Completa
2348,2024-08-15,138,15,6,1,Completa
2936,2024-08-15,241,25,2,4,Completa
129,2024-08-16,25,14,2,3,Completa
204,2024-08-16,292,6,5,2,Completa
276,2024-08-16,103,3,1,5,Pendiente
388,2024-08-16,222,31,3,5,Completa
540,2024-08-16,26,16,4,3,Completa
575,2024-08-16,112,6,1,4,Completa
679,2024-08-16,137,10,2,2,Pendiente
757,2024-08-16,52,4,6,4,Completa
1438,2024-08-16,101,16,6,3,Completa
2130,2024-08-16,286,15,4,3,Completa
139,2024-08-17,302,8,4,4,Pendiente
676,2024-08-17,291,38,6,1,Completa
1189,2024-08-17,31,10,5,5,Completa
1339,2024-08-17,279,2,3,5,Completa
1553,2024-08-17,25,8,5,5,Completa
1558,2024-08-17,318,23,1,5,Completa
2622,2024-08-17,27,35,4,5,Completa
69,2024-08-18,4,38,3,3,Completa
266,2024-08-18,78,2,5,4,Completa
673,2024-08-18,257,12,3,4,Completa
816,2024-08-18,111,8,3,3,Pendiente
829,2024-08-18,234,20,3,4,Completa
1094,2024-08-18,98,36,2,1,Pendiente
1891,2024-08-18,83,32,5,3,Completa
2021,2024-08-18,240,37,3,2,Completa
2056,2024-08-18,320,36,6,4,Pendiente
2556,2024-08-18,162,26,4,1,Completa
633,2024-08-19,121,28,3,4,Completa
1109,2024-08-19,287,29,1,3,Completa
1122,2024-08-19,313,19,2,4,Pendiente
1458,2024-08-19,73,8,2,2,Completa
1663,2024-08-19,191,2,1,3,Completa
1880,2024-08-19,269,29,3,3,Completa
2108,2024-08-19,246,20,2,5,Completa
2216,2024-08-19,42,32,4,1,Completa
2454,2024-08-19,218,17,2,3,Pendiente
1443,2024-08-20,168,1,6,4,Completa
1859,2024-08-20,57,11,6,4,Pendiente
2044,2024-08-20,246,8,5,1,Completa
2165,2024-08-20,106,30,6,1,Completa
2415,2024-08-20,108,12,5,4,Completa
2701,2024-08-20,169,19,1,4,Completa
358,2024-08-21,193,4,6,3,Completa
583,2024-08-21,7,27,3,4,Pendiente
716,2024-08-21,289,29,3,1,Completa
994,2024-08-21,102,24,3,3,Completa
1862,2024-08-21,26,31,2,4,Completa
2381,2024-08-21,79,5,3,4,Completa
2625,2024-08-21,188,35,5,4,Completa
2681,2024-08-21,62,37,2,4,Completa
2722,2024-08-21,145,33,1,2,Completa
2934,2024-08-21,36,31,3,3,Pendiente
247,2024-08-22,63,32,6,4,Completa
346,2024-08-22,92,34,4,4,Completa
479,2024-08-22,23,28,4,4,Completa
498,2024-08-22,299,20,6,3,Completa
565,2024-08-22,244,19,1,5,Completa
725,2024-08-22,234,21,2,3,Completa
1213,2024-08-22,95,26,4,3,Completa
2299,2024-08-22,236,34,6,5,Completa
2515,2024-08-22,79,8,1,5,Completa
2980,2024-08-22,301,14,3,1,Completa
136,2024-08-23,258,26,3,4,Completa
1591,2024-08-23,311,20,3,4,Pendiente
1640,2024-08-23,128,34,3,5,Completa
1793,2024-08-23,275,6,6,4,Completa
2531,2024-08-23,274,35,2,3,Completa
2839,2024-08-23,54,37,6,3,Completa
2870,2024-08-23,149,18,3,2,Completa
255,2024-08-24,237,22,4,2,Completa
732,2024-08-24,155,13,6,1,Completa
926,2024-08-24,55,25,2,5,Completa
1061,2024-08-24,320,14,4,4,Completa
1981,2024-08-24,70,35,5,1,Completa
23,2024-08-25,4,34,6,1,Completa
142,2024-08-25,246,21,2,2,Completa
520,2024-08-25,208,33,4,4,Completa
639,2024-08-25,279,29,3,1,Completa
917,2024-08-25,275,13,6,1,Completa
1049,2024-08-25,263,25,4,4,Completa
1245,2024-08-25,316,29,3,3,Completa
1310,2024-08-25,179,23,6,2,Completa
1381,2024-08-25,161,20,3,2,Completa
2424,2024-08-25,61,14,3,3,Completa
2677,2024-08-25,118,33,2,5,Completa
508,2024-08-26,14,32,3,4,Completa
640,2024-08-26,316,28,1,3,Completa
719,2024-08-26,148,17,6,5,Completa
1257,2024-08-26,15,6,4,5,Completa
1419,2024-08-26,278,22,3,1,Completa
